id,Station Name,Address_1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
99,MONOGRAM / PARKING 4-5,615 W 7th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"615 W 7th St
Austin, Texas 2856
(30.270491, -97.748857968)",$4.17/month PIE members $2/hr Non-Members,40A
100,FOUNDATION COMM / STATION 01,11015 four points dr,,Austin,Texas,78726,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"11015 four points dr
Austin, Texas 3246
(30.399716017, -97.847150032)",,40A
101,DCMC GARAGE 3 / EV STATION 8,4924 Mueller/Barbara Jordan,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4924 Mueller/Barbara Jordan
Austin, Texas 3239
(30.30385548, -97.704084562)",,40A
102,ENDEAVOR REG / LEVEL 4 - #2,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
103,PIE AE / PDC LV1 CHRG#4,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
104,NATIONAL INSTRU / 9&10;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
105,QO I & II / QO2,10900-A Stonelake Blvd,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"10900-A Stonelake Blvd
Austin, Texas 3647
(30.401859018, -97.736482005)",$4.17/month PIE members $2/hr Non-Members,40A
106,PIE AE / MUELLERHQ P1-5,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
107,ZOEY AUSTIN / ZOEY - LEVEL 1,5700 E Riverside Dr,,Austin,Texas,78741,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5700 E Riverside Dr
Austin, Texas 3256
(30.228463006, -97.709738034)",$4.17/month PIE members $2/hr Non-Members,40A
108,DCMC GARAGE 3 / LL #8,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
109,ACC-AE / RIO GRANDE SUR2,1307 West Ave,,Austin,Texas,78701,2,,All Drivers,Education,University / College,J1772,240V,J1772,"1307 West Ave
Austin, Texas 2856
(30.277920007, -97.747544021)",,40A
110,INT-BIO EV CHGR / INTBIO EV CHGR1,8206 Cross Park Dr,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"8206 Cross Park Dr
Austin, Texas 3643
(30.331232012, -97.669184039)",$4.17/month PIE members $2/hr Non-Members,40A
111,DCMC GARAGE 3 / EV STATION 4,1400 Barbara Jordan Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"1400 Barbara Jordan Blvd
Austin, Texas 3239
(30.304783001, -97.704081003)",,40A
112,NATIONAL INSTRU / 19&20;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
113,FOUNDATION COMM / 12190WT,12190 N Mopac Expy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"12190 N Mopac Expy
Austin, Texas 3646
(30.413622411, -97.708275323)",,40A
114,TR DOMAIN 10 / COUSINS DOMAIN7,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
115,AUSTIN / AUSTIN 400 - 2,400 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"400 W Cesar Chavez St
Austin, Texas 2856
(30.264998004, -97.748407022)",,40A
116,DSMCUT / EVSE09 FLOOR LL,1305 Red River St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"1305 Red River St
Austin, Texas 2856
(30.273944463, -97.734978033)",,40A
117,ENDEAVOR REG / DELLANA LN 1,2602 Dellana Ln,,Austin,Texas,78746,2,,Tenant Only,Workplace,General,J1772,240V,J1772,"2602 Dellana Ln
Austin, Texas 3260
(30.267877222, -97.783967775)",,40A
118,IXIA-AUSTIN1 / IXIA AUSTIN,8310 N Capital of Texas Hwy,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,IXIA AUSTIN,Workplace,General,J1772,240V,J1772,"8310 N Capital of Texas Hwy
Austin, Texas 3647
(30.385893001, -97.768382019)",$4.17/month PIE members $2/hr Non-Members,
119,PIE AE / MUELLERHQ P3-2,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
120,DOMAIN / STATION 2,11601 Alterra Parkway,,Austin,Texas,78758,2,,All Drivers,Multi-family Commercial,Condominium,J1772,240V,J1772,"11601 Alterra Parkway
Austin, Texas 3646
(30.401981981, -97.71885503)",,40A
121,MUELLER MARKET / MUELLER ST1,"1801 E 51st St Austin, TX 78723",,Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"1801 E 51st St Austin, TX 78723
Austin, Texas 3239
(30.302518001, -97.69830604)",$4.17/month PIE members $2/hr Non-Members,40A
122,PARK BEND / CTBS STATION 2,2217 Park Bend Dr,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,CTBS Access,Workplace,General,J1772,240V,J1772,"2217 Park Bend Dr
Austin, Texas 3646
(30.407851995, -97.70396198)",$4.17/month PIE members $2/hr Non-Members,40A
123,ENDEAVOR REG / STATION2,11001 Lakeline Blvd,,Austin,Texas,78717,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11001 Lakeline Blvd
Austin, Texas 2862
(30.480061085, -97.794551746)",,40A
124,REPUBLICSQUARE / GABLES REPUB2,217B W 4th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"217B W 4th St
Austin, Texas 2856
(30.266754972, -97.745698474)",$4.17/month PIE members $2/hr Non-Members,30A
125,PIE AE / PUB CAMP MABRY1,2200 W 35th St.,Camp Mabry 1 mile track near cannons,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"2200 W 35th St.
Austin, Texas 2858
(30.310316985, -97.759284972)",$4.17/month PIE members $2/hr Non-Members,40A
126,AVIATION / 4TH FLOOR B,3201a Presidential Blvd,,Austin,Texas,78719,2,,All Drivers,Parking,Airport,J1772,240V,J1772,"3201a Presidential Blvd
Austin, Texas 2863
(30.204258773, -97.670137162)",,40A
127,PIE AE / MUELLERHQ P2-4,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
128,PIE AE / OTC 3FL PKGSTA2,505 BARTON springs rd.,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"505 BARTON springs rd.
Austin, Texas 2859
(30.257436019, -97.74927698)",$4.17/month PIE members $2/hr Non-Members,40A
129,THE WEAVER / STATION 2,15 Waller St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"15 Waller St
Austin, Texas 2857
(30.252293008, -97.733491006)",$4.17/month PIE members $2/hr Non-Members,40A
130,FLORA / STATION 2,5406 Middle Fiskville Rd,,Austin,Texas,78751,2,,Flora Apartments,Multi-family Commercial,Apartment,J1772,240V,J1772,"5406 Middle Fiskville Rd
Austin, Texas 3640
(30.316845984, -97.714876979)",,40A
131,ENDEAVOR REG / STATION 2,11001 Lakeline Blvd,,Austin,Texas,78717,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11001 Lakeline Blvd
Austin, Texas 2862
(30.480061085, -97.794551746)",,40A
132,ENDEAVOR REG / LEVEL 3 - #3,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
133,HPE AUSTIN / TXN04 A,14231 Tandem Blvd,,Austin,Texas,78728,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"14231 Tandem Blvd
Austin, Texas 3244
(30.445355019, -97.690141982)",$4.17/month PIE members $2/hr Non-Members,40A
134,INDEED TOWER / P6 - C,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
135,NRP GROUP / DECKER 3,9000 Decker Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"9000 Decker Ln
Austin, Texas 3240
(30.316931019, -97.615761979)",$4.17/month PIE members $2/hr Non-Members,40A
136,DOMAIN. / DOMAIN GW 4,2900 Esperanza Crossing,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"2900 Esperanza Crossing
Austin, Texas 3646
(30.399031006, -97.71997502)",,40A
137,PIE AE / HEB 6EA1,1000 E 41st St,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1000 E 41st St
Austin, Texas 3640
(30.30038598, -97.719401027)",$4.17/month PIE members $2/hr Non-Members,40A
138,FROST / 1,106 E 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Tenants,Parking,Commercial,J1772,240V,J1772,"106 E 6th St
Austin, Texas 2856
(30.268136985, -97.742301979)",$4.17/month PIE members $2/hr Non-Members,40A
139,7700 PARMER / 7700 PARMER 2,7700 W PARMER LN,,Austin,Texas,78729,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"7700 W PARMER LN
Austin, Texas 3245
(30.45749147, -97.750060269)",,40A
140,FROST / 2,401 Congress,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Tenants,Parking,Commercial,J1772,--,J1772,"401 Congress
Austin, Texas 2856
(30.266403984, -97.742786034)",$4.17/month PIE members $2/hr Non-Members,40A
141,INDEED TOWER / P5 CORE ST 2,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
142,AISD / AISD PAC #2,1500 Barbara Jordan Blvd,,Austin,Texas,78723,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"1500 Barbara Jordan Blvd
Austin, Texas 3239
(30.304542985, -97.702827993)",,40A
143,OAK HILL ST 1&2 / OAK HILL 1,6701 Rialto Blvd,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"6701 Rialto Blvd
Austin, Texas 3251
(30.24824501, -97.860414981)",$4.17/month PIE members $2/hr Non-Members,40A
144,DCMC GARAGE 3 / LVL3 RAMP,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
145,PIE AE / ANIMAL SERVICE1,7201 Levander Loop,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"7201 Levander Loop
Austin, Texas 2864
(30.252743997, -97.689318041)",$4.17/month PIE members $2/hr Non-Members,40A
146,HANOVER / L5,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"110 San Antonio St
Austin, Texas 2856
(30.26531199, -97.749484013)",$4.17/month PIE members $2/hr Non-Members,40A
147,PARK&ZOOM / VALET #1,9518 Hotel Dr,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Airport,J1772,240V,J1772,"9518 Hotel Dr
Austin, Texas 2863
(30.211932862, -97.66293639)",$4.17/month PIE members $2/hr Non-Members,40A
148,GALLERIA OAKS / GALLERIA OAKS 1,3927 Ranch Rd 620 S,,Austin,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"3927 Ranch Rd 620 S
Austin, Texas 3254
(30.313630016, -97.946162018)",$4.17/month PIE members $2/hr Non-Members,40A
149,ACC-AE / NORTHRIDGE1,11928 Stonehollow,,Austin,Texas,78758,2,,All Drivers,Education,University / College,J1772,240V,J1772,"11928 Stonehollow
Austin, Texas 3646
(30.403440013, -97.704204972)",,40A
150,ACC / AE HLC GAR 3F2,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
151,INDEED TOWER / P8 CORE ST 1,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
152,AISD / CENTRAL OFFICE2,4000 S IH 35 Frontage Rd,,Austin,Texas,78704,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"4000 S IH 35 Frontage Rd
Austin, Texas 2859
(30.218614019, -97.753256959)",,40A
153,OAKPOINT / STATION 1,1608 W 5th St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"1608 W 5th St
Austin, Texas 2858
(30.274327984, -97.763754035)",$4.17/month PIE members $2/hr Non-Members,40A
154,AVIATION / AUS - CMF 1,10100 Golfcourse Rd,,Austin,Texas,78719,2,,All Drivers,Municipal,Parks and Recreation (Public),J1772,240V,J1772,"10100 Golfcourse Rd
Austin, Texas 2863
(30.206619334, -97.652739264)",,40A
155,HPI 3700 / EV 2,3700 N Capital of Texas Hwy,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3700 N Capital of Texas Hwy
Austin, Texas 3260
(30.33672702, -97.806556978)",$4.17/month PIE members $2/hr Non-Members,40A
156,TR DOMAIN 10 / COUSINS DOMAIN8,11815 Alterra Parkway,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"11815 Alterra Parkway
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
157,ACC / AE HLC GAR 1F1,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
158,HYATT PLACE / HP STATION 1,9532 Spirit of Austin Ln,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Hospitality,Hotel / Resort,J1772,240V,J1772,"9532 Spirit of Austin Ln
Austin, Texas 2863
(30.210609008, -97.665077996)",$4.17/month PIE members $2/hr Non-Members,30A
159,120 ENTRANCE / ACH MAIN,2200 S. Interstate 35,,Austin,Texas,78704,2,,All Drivers,Hospitality,Hotel / Resort,J1772,240V,J1772,"2200 S. Interstate 35
Austin, Texas 2859
(30.235404018, -97.741481977)",,40A
160,RIATA' / BUENAVISTA,12440 Alameda Trace Cir,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"12440 Alameda Trace Cir
Austin, Texas 3243
(30.429368005, -97.74347796)",$4.17/month PIE members $2/hr Non-Members,40A
161,SAS / SAMSUNG 6,12100 samsung blvd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12100 samsung blvd
Austin, Texas 3643
(30.374996988, -97.637508995)",$4.17/month PIE members $2/hr Non-Members,40A
162,TRAVIS FLATS / FLATS STATION 2,5325 Airport Blvd,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5325 Airport Blvd
Austin, Texas 3640
(30.315193995, -97.714088996)",$4.17/month PIE members $2/hr Non-Members,40A
163,PARMER AUSTIN / PIC #2,13011c McCallen Pass,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"13011c McCallen Pass
Austin, Texas 3642
(30.410209992, -97.661763959)",$4.17/month PIE members $2/hr Non-Members,40A
164,AISD / TA BROWN,7801 Guadalupe St,,Austin,Texas,78752,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"7801 Guadalupe St
Austin, Texas 3641
(30.344816018, -97.70936001)",,40A
165,YAUPON / STATION 1,7870 US-290,,Austin,Texas,78736,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"7870 US-290
Austin, Texas 3252
(30.229157112, -97.886764889)",$4.17/month PIE members $2/hr Non-Members,40A
166,PIE AE / ACDC 1,2800 Spirit of Texas Dr,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"2800 Spirit of Texas Dr
Austin, Texas 2863
(30.21244498, -97.667243042)",$4.17/month PIE members $2/hr Non-Members,40A
167,HPI 3700 / 3900 SC 3,3900 N Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3900 N Capital of Texas Hwy
Austin, Texas 3260
(30.338488016, -97.807482005)",$4.17/month PIE members $2/hr Non-Members,40A
168,WETT / 2,1901 Capital Pkwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Wind Energy Access,Workplace,High-Tech,J1772,240V,J1772,"1901 Capital Pkwy
Austin, Texas 3260
(30.25998001, -97.797983968)",$4.17/month PIE members $2/hr Non-Members,40A
169,RIATA' / GREYMOSS,12400 Riata Trace Pkwy,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"12400 Riata Trace Pkwy
Austin, Texas 3243
(30.429504002, -97.74547696)",$4.17/month PIE members $2/hr Non-Members,40A
170,INDEED TOWER / P7 SOUTH ST 2,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
171,TR DOMAIN 10 / COUSINS DOMAIN1,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
172,CHAMPION OFFICE / EV #1,6433 Champion Grandview Way,,Austin,Texas,78750,2,,Champion Office Park tenants,Parking,Commercial,J1772,240V,J1772,"6433 Champion Grandview Way
Austin, Texas 3639
(30.362670017, -97.792726)",,40A
173,PIE AE / CTECC EVSE2,5010 Old Manor Rd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"5010 Old Manor Rd
Austin, Texas 3239
(30.300168009, -97.69433)",$4.17/month PIE members $2/hr Non-Members,40A
174,LIFEAUSTIN HUB! / STATION 1,8901 TX-71,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"8901 TX-71
Austin, Texas 3252
(30.252836861, -97.899976325)",$4.17/month PIE members $2/hr Non-Members,40A
175,NRP GROUP / LOYOLA 1,6200 Loyola Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"6200 Loyola Ln
Austin, Texas 3240
(30.302478019, -97.650846028)",$4.17/month PIE members $2/hr Non-Members,40A
176,PIE AE / PUB M STATION 1,2906 E Martin Luther King Jr Blvd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Home Service,Apartment,J1772,240V,J1772,"2906 E Martin Luther King Jr Blvd
Austin, Texas 2865
(30.283659012, -97.708061988)",$4.17/month PIE members $2/hr Non-Members,40A
177,DCMC GARAGE 3 / LVL5 RAMP,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
178,ENCINO STATIONS / STATION 2,5707 Southwest Pkwy,,Austin,Texas,78735,2,,All Drivers,Workplace,General,J1772,240V,J1772,"5707 Southwest Pkwy
Austin, Texas 3251
(30.244095004, -97.84453798)",,40A
179,PIE AE / ZILKERPARKPOLO2,2225 Andrew Zilker Rd,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"2225 Andrew Zilker Rd
Austin, Texas 3260
(30.26522398, -97.774194031)",$4.17/month PIE members $2/hr Non-Members,40A
180,ENDEAVOR REG / LEVEL 4 - #3,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
181,CAPMETRO / EVSE 05,41 N Pleasant Valley Rd,,Austin,Texas,78702,2,,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"41 N Pleasant Valley Rd
Austin, Texas 2857
(30.251137479, -97.713373951)",,40A
182,MONOGRAM / PARKING 2-3,615 W 7th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"615 W 7th St
Austin, Texas 2856
(30.270491, -97.748857968)",$4.17/month PIE members $2/hr Non-Members,40A
183,NALLE WOODS / STATION 1,4700 N Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4700 N Capital of Texas Hwy
Austin, Texas 3260
(30.345614981, -97.802339959)",$4.17/month PIE members $2/hr Non-Members,40A
184,16 / OAKVILLE APTS,7011 W Parmer Ln,,Austin,Texas,78729,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"7011 W Parmer Ln
Austin, Texas 3245
(30.450619608, -97.749803531)",,40A
185,FOUNDATION COMM / JORDAN3,2724 Philomena St,,Austin,Texas,78723,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2724 Philomena St
Austin, Texas 3239
(30.299243988, -97.694802991)",,40A
186,PARKSIDE 1 / PARKSIDE1,3000 Kramer Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"3000 Kramer Ln
Austin, Texas 3646
(30.396636003, -97.72313198)",$4.17/month PIE members $2/hr Non-Members,40A
187,ENDEAVOR REG / VILL WESTLAKE 2,701 S Capital of Texas Hwy,,Austin,Texas,78746,2,,All Drivers,Parking,Commercial,J1772,240V,J1772,"701 S Capital of Texas Hwy
Austin, Texas 3260
(30.293001984, -97.827268996)",,40A
188,DOMAIN / STATION 1,11601 Alterra Parkway,,Austin,Texas,78758,2,,All Drivers,Multi-family Commercial,Condominium,J1772,240V,J1772,"11601 Alterra Parkway
Austin, Texas 3646
(30.401981981, -97.71885503)",,40A
189,AUSTIN FC / NINE,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
190,PARK PLAZA / STATION2,115 Sandra muraida way,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"115 Sandra muraida way
Austin, Texas 2856
(30.268112007, -97.754822028)",$4.17/month PIE members $2/hr Non-Members,40A
191,OAKPOINT / STATION 2,1608 W 5th St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"1608 W 5th St
Austin, Texas 2858
(30.274327984, -97.763754035)",$4.17/month PIE members $2/hr Non-Members,40A
192,FOUNDATION COMM / JORDAN1,2724 Philomena St,,Austin,Texas,78723,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2724 Philomena St
Austin, Texas 3239
(30.299243988, -97.694802991)",,40A
193,ROSCOE PROPERTI / CURRENT MAIN,2057 Willow Creek Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2057 Willow Creek Dr
Austin, Texas 3256
(30.231802062, -97.729594399)",$4.17/month PIE members $2/hr Non-Members,40A
194,NRP GROUP / LOYOLA 3,6200 Loyola Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"6200 Loyola Ln
Austin, Texas 3240
(30.302478019, -97.650846028)",$4.17/month PIE members $2/hr Non-Members,40A
195,NATIONAL INSTRU / 11&12;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
